Step,Value
659,-21.781600952148438
660,-31.221052169799805
661,-36.38420867919922
662,-45.0
663,-41.48124694824219
664,-38.3698616027832
665,-40.83684158325195
666,-39.31808853149414
667,-36.22105407714844
668,-46.77384567260742
669,-51.4635124206543
670,-39.43598175048828
671,-53.944759368896484
672,-41.38420867919922
673,-52.81910705566406
674,-50.0
675,-38.0
676,-54.98226547241211
677,-45.0
678,-58.535057067871094
679,-47.98226547241211
680,-47.0
681,-45.0
682,-44.81910705566406
683,-41.48124694824219
684,-27.0
685,-18.888614654541016
686,-17.836841583251953
687,-6.384210586547852
688,-10.865456581115723
689,-30.481246948242188
690,-27.221052169799805
691,-3.442105293273926
692,-38.570526123046875
693,-48.570526123046875
694,-42.48124694824219
695,-46.38420867919922
696,-45.570526123046875
697,-46.0
698,-46.40736770629883
699,-49.0
700,-55.4635124206543
701,-42.0
702,-41.83684158325195
703,-56.98226547241211
704,-41.605262756347656
705,-41.865455627441406
706,-45.38420867919922
707,-52.98226547241211
708,-43.38420867919922
709,-23.0
710,-33.865455627441406
711,-41.0
712,-41.83684158325195
713,-44.865455627441406
714,-41.0
715,-47.83684158325195
716,-42.22105407714844
717,-54.98226547241211
718,-41.31808853149414
719,-47.0
720,-39.24420928955078
721,-32.31808853149414
722,-31.819108963012695
723,-22.463512420654297
724,-17.836841583251953
725,-8.407367706298828
726,-15.982266426086426
727,-20.38421058654785
728,-24.954736709594727
729,-32.38420867919922
730,-44.0
731,-56.84772491455078
732,-53.4635124206543
733,-51.4635124206543
734,-42.954734802246094
735,-43.865455627441406
736,-47.0
737,-41.0
738,-16.407367706298828
739,-5.384210586547852
740,-20.98226547241211
741,-42.0
742,-54.98226547241211
743,-50.98226547241211
744,-45.0
745,-46.570526123046875
746,-49.0
747,-41.83684158325195
748,-40.673683166503906
749,-44.05177307128906
750,-46.0
751,-46.0
752,-43.84772491455078
753,-50.81910705566406
754,-51.75068664550781
755,-46.0
756,-43.0
757,-45.40736770629883
758,-40.14105224609375
759,-42.865455627441406
760,-48.0
761,-47.78160095214844
762,-52.41824722290039
763,-41.954734802246094
764,-41.48124694824219
765,-40.83684158325195
766,-46.0
767,-47.570526123046875
768,-46.38420867919922
769,-48.0
770,-41.0
771,-47.0
772,-44.865455627441406
773,-47.0
774,-56.98226547241211
775,-40.605262756347656
776,-40.865455627441406
777,-44.98226547241211
778,-20.98226547241211
779,-2.057894706726074
780,-27.98226547241211
781,-40.80137634277344
782,-40.48124694824219
783,-43.48124694824219
784,-46.570526123046875
785,-44.0
786,-43.38420867919922
787,-46.83684158325195
788,-49.570526123046875
789,-43.83684158325195
790,-47.962493896484375
791,-49.0
792,-44.0
793,-50.0
794,-46.0
795,-42.22105407714844
796,-43.954734802246094
797,-45.0
798,-45.48124694824219
799,-50.38963317871094
800,-42.48124694824219
801,-33.48124694824219
802,-11.768421173095703
803,-63.96453094482422
804,-42.673683166503906
805,-60.96453094482422
806,-43.0
807,-46.0
808,-53.84772491455078
809,-46.9778938293457
810,-38.31808853149414
811,-48.62229919433594
812,-47.570526123046875
813,-55.47002029418945
814,-55.870880126953125
815,-49.0
816,-44.48124694824219
817,-39.24420928955078
818,-35.154930114746094
819,-60.49755096435547
820,-48.570526123046875
821,-46.48124694824219
822,-48.14105224609375
823,-52.98226547241211
824,-49.30035400390625
825,-33.30035400390625
826,-28.23193359375
827,-42.0
828,-44.570526123046875
829,-47.366477966308594
830,-48.05177307128906
831,-45.10354232788086
832,-50.20331954956055
833,-46.38420867919922
834,-47.20331954956055
835,-39.40736770629883
836,-47.40736770629883
837,-39.33894729614258
838,-48.48124694824219
839,-44.954734802246094
840,-44.0
841,-48.0
842,-46.0
843,-53.4635124206543
844,-50.0
845,-48.14105224609375
846,-41.48124694824219
847,-45.0
848,-47.0
849,-45.954734802246094
850,-48.0
851,-44.0
852,-45.888614654541016
853,-44.0
854,-25.0
855,-18.221052169799805
856,-40.81910705566406
857,-41.954734802246094
858,-34.4635124206543
859,-49.98226547241211
860,-36.0
861,-37.48124694824219
862,-33.0
863,-41.93700408935547
864,-10.74631404876709
865,-12.0
866,-35.05177307128906
867,-51.98226547241211
868,-48.0
869,-44.48124694824219
870,-43.38420867919922
871,-43.31808853149414
872,-41.0
873,-44.0
874,-47.38420867919922
875,-50.4635124206543
876,-44.24420928955078
877,-45.48124694824219
878,-50.84772491455078
879,-45.48124694824219
880,-48.62229919433594
881,-37.22105407714844
882,-46.98226547241211
883,-45.31808853149414
884,-44.570526123046875
885,-48.0
886,-45.0
887,-53.98226547241211
888,-44.820194244384766
889,-53.50752639770508
890,-48.0
891,-47.0
892,-39.962493896484375
893,-42.48124694824219
894,-48.48124694824219
895,-52.4635124206543
896,-58.80137634277344
897,-48.0
898,-46.0
899,-51.366477966308594
900,-38.38420867919922
901,-45.570526123046875
902,-42.83684158325195
903,-44.45914077758789
904,-45.0
905,-45.0
906,-42.48124694824219
907,-48.0
908,-56.98226547241211
909,-41.38420867919922
910,-46.0
911,-50.98226547241211
912,-42.83684158325195
913,-65.9468002319336
914,-39.0
915,-38.40736770629883
916,-49.30035400390625
917,-50.0
918,-42.48124694824219
919,-54.98226547241211
920,-42.38420867919922
921,-47.0
922,-45.0
923,-49.0
924,-47.48124694824219
925,-42.0
926,-50.570526123046875
927,-45.0
928,-25.570526123046875
929,-3.407367706298828
930,-19.0
931,-44.96453094482422
932,-56.4635124206543
933,-39.40736770629883
934,-38.31808853149414
935,-45.38420867919922
936,-41.83684158325195
937,-45.711578369140625
938,-44.570526123046875
939,-46.84772491455078
940,-44.954734802246094
941,-46.52526092529297
942,-46.48124694824219
943,-60.96453094482422
944,-48.570526123046875
945,-50.05177307128906
946,-43.0
947,-33.20331954956055
948,-4.481246471405029
949,-45.366477966308594
950,-37.40736770629883
951,-59.3487434387207
952,-51.98226547241211
953,-40.31808853149414
954,-43.0
955,-43.48124694824219
956,-45.48124694824219
957,-49.0
958,-49.48124694824219
959,-53.98226547241211
960,-54.98226547241211
961,-44.38420867919922
962,-39.944759368896484
963,-33.366477966308594
964,-18.768421173095703
965,-36.0
966,-20.0
967,-26.0
968,-36.552791595458984
969,-30.36647605895996
970,-39.96453094482422
971,-32.962493896484375
972,-26.37190055847168
973,-3.3842105865478516
974,-23.0
975,-32.570526123046875
976,-49.9778938293457
977,-52.12331771850586
978,-44.40736770629883
979,-44.38420867919922
980,-37.7684211730957
981,-46.30035400390625
982,-44.48124694824219
983,-42.48124694824219
984,-48.0
985,-49.14105224609375
986,-54.98226547241211
987,-46.0
988,-47.570526123046875
989,-46.0
990,-12.154930114746094
991,-38.673683166503906
992,-45.05177307128906
993,-48.0
994,-41.0
995,-46.0
996,-41.40736770629883
997,-45.0
998,-48.0
999,-46.0
1000,-41.865455627441406
1001,-47.0
1002,-51.98226547241211
1003,-54.98226547241211
1004,-41.0
1005,-42.0
1006,-46.83684158325195
1007,-43.38420867919922
1008,-46.83684158325195
1009,-46.0
1010,-43.40736770629883
1011,-46.48124694824219
1012,-49.0
1013,-49.0
1014,-55.4635124206543
1015,-49.0
1016,-45.83684158325195
1017,-40.865455627441406
1018,-46.83684158325195
1019,-46.944759368896484
1020,-46.988773345947266
1021,-44.48124694824219
1022,-22.38421058654785
1023,-48.91926956176758
1024,-33.96453094482422
1025,-16.944759368896484
1026,-19.226476669311523
1027,-35.802459716796875
1028,-44.400516510009766
1029,-43.35212707519531
1030,-37.0
1031,-41.0
1032,-47.0
1033,-43.48124694824219
1034,-49.570526123046875
1035,-48.570526123046875
1036,-49.98226547241211
1037,-44.40736770629883
