Step,Value
1799,1.0
1800,1.0
1801,0.0
1802,1.0
1803,2.0
1804,0.0
1805,0.0
1806,0.0
1807,4.0
1808,1.0
1809,0.0
1810,2.0
1811,0.0
1812,1.0
1813,1.0
1814,0.0
1815,2.0
1816,1.0
1817,0.0
1818,0.0
1819,1.0
1820,0.0
1821,1.0
1822,0.0
1823,1.0
1824,1.0
1825,0.0
1826,0.0
1827,0.0
1828,1.0
1829,0.0
1830,1.0
1831,0.0
1832,0.0
1833,0.0
1834,1.0
1835,0.0
1836,0.0
1837,1.0
1838,1.0
1839,3.0
1840,2.0
1841,1.0
1842,1.0
1843,0.0
1844,2.0
1845,0.0
1846,0.0
1847,0.0
1848,3.0
1849,0.0
1850,0.0
1851,1.0
1852,2.0
1853,0.0
1854,0.0
1855,1.0
1856,0.0
1857,1.0
1858,0.0
1859,0.0
1860,2.0
1861,0.0
1862,1.0
1863,1.0
1864,1.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,1.0
1870,0.0
1871,1.0
1872,1.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,1.0
1878,2.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,1.0
1889,0.0
1890,1.0
1891,0.0
1892,1.0
1893,2.0
1894,1.0
1895,0.0
1896,1.0
1897,0.0
1898,1.0
1899,2.0
1900,1.0
1901,0.0
1902,0.0
1903,0.0
1904,1.0
1905,1.0
1906,1.0
1907,4.0
1908,1.0
1909,0.0
1910,0.0
1911,1.0
1912,1.0
1913,0.0
1914,2.0
1915,0.0
1916,0.0
1917,1.0
1918,0.0
1919,1.0
1920,1.0
1921,1.0
1922,0.0
1923,0.0
1924,0.0
1925,1.0
1926,0.0
1927,2.0
1928,2.0
1929,0.0
1930,4.0
1931,1.0
1932,1.0
1933,1.0
1934,1.0
1935,1.0
1936,1.0
1937,0.0
1938,0.0
1939,2.0
1940,0.0
1941,1.0
1942,1.0
1943,2.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,1.0
1949,0.0
1950,2.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,1.0
1960,1.0
1961,1.0
1962,0.0
1963,0.0
1964,0.0
1965,2.0
1966,0.0
1967,0.0
1968,0.0
1969,2.0
1970,1.0
1971,0.0
1972,2.0
1973,0.0
1974,1.0
1975,1.0
1976,1.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,1.0
1983,0.0
1984,2.0
1985,0.0
1986,0.0
1987,1.0
1988,1.0
1989,0.0
1990,1.0
1991,1.0
1992,0.0
1993,1.0
1994,1.0
1995,0.0
1996,0.0
1997,1.0
1998,1.0
1999,2.0
2000,2.0
2001,1.0
2002,1.0
2003,1.0
2004,0.0
2005,1.0
2006,1.0
2007,1.0
2008,1.0
2009,0.0
2010,1.0
2011,0.0
2012,0.0
2013,0.0
2014,1.0
2015,1.0
2016,1.0
2017,0.0
2018,2.0
2019,0.0
2020,1.0
2021,0.0
2022,1.0
2023,0.0
2024,2.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,1.0
2032,1.0
2033,0.0
2034,1.0
2035,0.0
2036,1.0
2037,0.0
2038,1.0
2039,0.0
2040,0.0
2041,1.0
2042,2.0
2043,1.0
2044,0.0
2045,0.0
2046,1.0
2047,0.0
2048,0.0
2049,1.0
2050,0.0
2051,0.0
2052,3.0
2053,0.0
2054,1.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,1.0
2060,3.0
2061,3.0
2062,1.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,1.0
2072,0.0
2073,0.0
2074,1.0
2075,2.0
2076,0.0
2077,1.0
2078,0.0
2079,1.0
2080,1.0
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,1.0
2086,0.0
2087,0.0
2088,1.0
2089,1.0
2090,1.0
2091,1.0
2092,0.0
2093,1.0
2094,2.0
2095,0.0
2096,0.0
2097,4.0
2098,0.0
2099,1.0
2100,1.0
2101,0.0
2102,0.0
2103,2.0
2104,1.0
2105,0.0
2106,0.0
2107,1.0
2108,0.0
2109,1.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,1.0
2115,0.0
2116,1.0
2117,2.0
2118,0.0
2119,0.0
2120,0.0
2121,1.0
2122,0.0
2123,1.0
2124,1.0
2125,2.0
2126,0.0
2127,1.0
