================================================================================
PPO_LSTM TRAINING RESULTS - 40000 EPOCHS
================================================================================
Generated: 2026-01-20 17:32:38
Model Type: ppo_lstm
Epochs: 40000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
646      52.532207       36.00       
647      8.856236        11.00       
648      17.219016       7.00        
649      26.238469       5.00        
650      36.750135       8.00        
651      19.214442       35.00       
652      8.577775        10.00       
653      7.674959        21.00       
654      13.167714       1.00        
655      17.495388       26.00       
656      16.981787       -3.00       
657      47.999680       -23.00      
658      16.930681       3.00        
659      58.201796       31.00       
660      12.756733       14.00       
661      10.358195       2.00        
662      16.815488       15.00       
663      18.992081       12.00       
664      10.128348       -2.00       
665      24.772477       -3.00       
666      38.168640       -15.00      
667      22.101554       28.00       
668      11.667475       -2.00       
669      24.704226       38.00       
670      99.727736       64.00       
671      70.353525       39.00       
672      14.179397       19.00       
673      41.879765       34.00       
674      20.563101       -14.00      
675      59.505905       35.00       
676      198.842052      78.00       
677      10.811419       -2.00       
678      11.956878       25.00       
679      23.075605       19.00       
680      22.878891       34.00       
681      4.901184        21.00       
682      25.167308       18.00       
683      33.131014       32.00       
684      136.871037      73.00       
685      23.316181       16.00       
686      15.489367       -1.00       
687      27.097960       19.00       
688      19.290469       -5.00       
689      61.860597       49.00       
690      37.633477       34.00       
691      21.898830       9.00        
692      28.995985       28.00       
693      25.232656       9.00        
694      26.449212       5.00        
695      19.830622       25.00       
696      29.935927       0.00        
697      15.666326       -6.00       
698      41.016209       -21.00      
699      26.063337       -16.00      
700      10.886259       25.00       
701      27.845336       -4.00       
702      68.401253       57.00       
703      12.144711       -1.00       
704      11.536382       5.00        
705      11.186855       2.00        
706      16.514219       19.00       
707      100.185076      57.00       
708      4.094098        14.00       
709      14.132584       24.00       
710      7.899219        10.00       
711      28.930145       32.00       
712      21.816850       1.00        
713      18.267655       7.00        
714      9.524694        3.00        
715      18.086634       30.00       
716      25.845748       20.00       
717      18.457190       -6.00       
718      14.947793       8.00        
719      9.635997        4.00        
720      11.210928       16.00       
721      16.962919       -10.00      
722      57.127138       38.00       
723      85.156057       52.00       
724      11.369805       12.00       
725      193.323807      78.00       
726      64.977745       38.00       
727      32.882002       34.00       
728      22.747458       28.00       
729      30.306714       30.00       
730      7.715643        5.00        
731      21.067209       29.00       
732      15.489613       21.00       
733      10.611758       23.00       
734      23.147455       23.00       
735      8.116687        12.00       
736      31.517125       32.00       
737      8.714925        27.00       
738      23.338785       34.00       
739      35.217980       -18.00      
740      35.186169       -13.00      
741      23.361552       23.00       
742      8.622061        23.00       
743      30.530478       31.00       
744      21.761096       32.00       
745      13.828339       19.00       
746      193.902405      87.00       
747      93.407106       56.00       
748      49.119263       44.00       
749      72.620724       45.00       
750      21.657834       1.00        
751      29.297507       25.00       
752      26.132391       3.00        
753      16.947481       17.00       
754      8.909190        23.00       
