================================================================================
PPO_LSTM TRAINING RESULTS - 20000 EPOCHS
================================================================================
Generated: 2026-01-20 16:25:13
Model Type: ppo_lstm
Epochs: 20000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
--------------------------------------------------------------------------------
0        507.515793      127.00      
1        133.816708      63.00       
2        319.230019      91.00       
3        367.123466      127.00      
4        21.039956       15.00       
5        68.168381       1.00        
6        85.189119       -13.00      
7        91.274929       27.00       
8        48.130341       46.00       
9        13.086138       15.00       
10       107.624996      58.00       
11       299.163605      92.00       
12       361.970039      112.00      
13       314.537552      98.00       
14       48.696647       28.00       
15       26.538781       43.00       
16       457.795609      133.00      
17       280.105713      117.00      
18       100.035490      71.00       
19       256.066116      85.00       
20       71.612425       34.00       
21       36.361827       41.00       
22       146.696762      87.00       
23       41.088900       31.00       
24       563.343796      156.00      
25       355.407570      129.00      
26       64.891405       18.00       
27       258.456619      92.00       
28       105.982464      84.00       
29       216.409927      101.00      
30       47.977337       60.00       
31       567.368530      156.00      
32       397.548882      128.00      
33       278.035866      95.00       
34       296.027199      122.00      
35       51.651809       48.00       
36       222.881176      77.00       
37       343.787857      109.00      
38       86.107281       -13.00      
39       221.091503      114.00      
40       71.688696       70.00       
41       56.245233       72.00       
42       102.027601      74.00       
43       161.021534      77.00       
44       221.028980      123.00      
45       109.534180      73.00       
46       302.943466      116.00      
47       344.093872      107.00      
48       177.551537      72.00       
49       149.796371      75.00       
50       493.537079      157.00      
51       232.303921      85.00       
52       772.874619      176.00      
53       53.816435       57.00       
54       197.220264      110.00      
55       90.485987       66.00       
56       97.082176       57.00       
57       338.811554      116.00      
58       265.399986      120.00      
59       396.367737      128.00      
60       142.557091      76.00       
61       119.810364      55.00       
62       160.621002      78.00       
63       55.796763       69.00       
64       46.924503       59.00       
65       84.568119       77.00       
66       119.355730      88.00       
67       95.074642       25.00       
68       164.962135      92.00       
69       145.151505      78.00       
70       61.498668       70.00       
71       103.470970      65.00       
72       121.757421      9.00        
73       97.281523       83.00       
74       67.326284       54.00       
75       361.016418      141.00      
76       71.083664       84.00       
77       99.681093       76.00       
78       87.513552       33.00       
79       195.607529      109.00      
80       213.203484      109.00      
81       573.948883      156.00      
82       197.961796      85.00       
83       439.630135      137.00      
84       211.732010      113.00      
85       119.554173      61.00       
86       61.398896       48.00       
87       149.100582      62.00       
88       111.060772      0.00        
89       89.453127       25.00       
90       116.984919      37.00       
91       102.146488      51.00       
92       92.154949       41.00       
93       178.331486      0.00        
94       140.458420      16.00       
95       158.638218      33.00       
96       229.883255      58.00       
97       164.771793      -6.00       
98       60.447389       65.00       
99       251.985199      110.00      
100      82.798649       97.00       
101      189.496979      -21.00      
102      107.169979      58.00       
103      134.955723      62.00       
104      90.312960       1.00        
105      92.479218       7.00        
106      109.833477      22.00       
107      107.013481      23.00       
108      152.617916      -1.00       
109      198.899624      -30.00      
110      124.764776      -11.00      
111      244.888992      -37.00      
112      187.631084      -11.00      
113      87.125967       25.00       
114      128.370459      4.00        
115      190.020733      -29.00      
116      115.754271      13.00       
117      91.750109       17.00       
118      147.357754      29.00       
119      185.057663      -13.00      
120      118.387331      6.00        
121      126.206203      -22.00      
122      116.664774      8.00        
123      145.187485      -20.00      
124      78.491987       73.00       
125      47.184772       21.00       
126      48.340656       40.00       
127      147.617962      20.00       
128      151.939068      91.00       
129      169.438320      84.00       
130      122.461868      69.00       
131      58.491927       37.00       
132      173.158890      105.00      
133      159.007793      50.00       
134      57.737484       30.00       
135      72.649147       14.00       
136      109.308651      -23.00      
137      120.035309      -5.00       
138      142.257442      -23.00      
139      208.495514      72.00       
140      90.058308       9.00        
141      99.014626       45.00       
142      75.160910       37.00       
