================================================================================
IQN TRAINING RESULTS - 20000 EPOCHS
================================================================================
Generated: 2026-01-20 17:30:33
Model Type: iqn
Epochs: 20000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
491      0.481013        20.00       
492      0.359442        70.00       
493      0.345780        90.00       
494      0.535264        60.00       
495      0.478952        30.00       
496      0.428417        60.00       
497      0.547538        80.00       
498      0.440527        90.00       
499      0.460086        70.00       
500      0.415422        80.00       
501      0.444357        90.00       
502      0.588184        110.00      
503      0.674127        130.00      
504      0.486476        50.00       
505      0.834894        170.00      
506      0.990792        100.00      
507      0.740243        10.00       
508      0.828007        70.00       
509      0.622212        60.00       
510      0.858628        70.00       
511      0.792009        50.00       
512      0.808114        40.00       
513      0.821997        110.00      
514      0.633265        120.00      
515      0.924974        30.00       
516      0.893156        50.00       
517      0.703859        60.00       
518      0.618261        20.00       
519      0.601884        10.00       
520      0.733186        30.00       
521      0.479497        19.00       
522      0.395551        70.00       
523      0.733723        140.00      
524      0.453785        30.00       
525      0.638269        90.00       
526      0.749496        90.00       
527      0.556178        20.00       
528      0.953684        120.00      
529      0.697608        20.00       
530      0.502742        50.00       
531      0.685947        90.00       
532      0.768336        70.00       
533      0.564559        20.00       
534      0.611279        10.00       
535      0.625923        30.00       
536      0.448586        50.00       
537      0.630556        70.00       
538      0.704103        30.00       
539      0.500307        69.00       
540      0.821991        117.00      
541      0.506432        40.00       
542      0.669993        78.00       
543      0.423968        20.00       
544      0.649638        48.00       
545      0.610203        54.00       
546      0.495591        19.00       
547      0.578305        26.00       
548      0.446023        18.00       
549      0.601487        28.00       
550      0.450782        10.00       
551      0.497797        30.00       
552      0.639078        70.00       
553      0.467967        90.00       
554      0.465449        60.00       
555      0.634043        20.00       
556      0.328110        20.00       
557      0.403336        0.00        
558      0.388625        10.00       
559      0.310943        60.00       
560      0.392524        20.00       
561      0.503284        20.00       
562      0.494800        20.00       
563      0.347363        30.00       
564      0.266102        20.00       
565      0.292375        30.00       
566      0.589628        30.00       
567      0.637650        9.00        
568      0.391887        50.00       
569      0.382183        10.00       
570      0.403293        60.00       
