================================================================================
CPC TRAINING RESULTS - 1000 EPOCHS
================================================================================
Generated: 2026-01-20 16:33:31
Model Type: ppo_lstm_cpc
Epochs: 1000
CPC Start Epoch: 10
CPC Memory Bank Size: 1000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      CPC Loss        Reward       Mem Bank  
275      0.000000        0.000000        45.00        0/1000    
276      0.000000        0.000000        41.00        0/1000    
277      0.000000        0.000000        28.00        0/1000    
278      0.000000        0.000000        70.00        0/1000    
279      0.000000        0.000000        43.00        0/1000    
280      0.000000        0.000000        122.00       0/1000    
281      0.000000        0.000000        80.00        0/1000    
282      0.000000        0.000000        74.00        0/1000    
283      0.000000        0.000000        64.00        0/1000    
284      0.000000        0.000000        59.00        0/1000    
285      0.000000        0.000000        9.00         0/1000    
286      0.000000        0.000000        56.00        0/1000    
287      0.000000        0.000000        73.00        0/1000    
288      0.000000        0.000000        86.00        0/1000    
289      0.000000        0.000000        74.00        0/1000    
290      0.000000        0.000000        75.00        0/1000    
291      0.000000        0.000000        86.00        0/1000    
292      0.000000        0.000000        47.00        0/1000    
293      0.000000        0.000000        80.00        0/1000    
294      0.000000        0.000000        51.00        0/1000    
295      0.000000        0.000000        78.00        0/1000    
296      0.000000        0.000000        5.00         0/1000    
297      0.000000        0.000000        37.00        0/1000    
298      0.000000        0.000000        35.00        0/1000    
299      0.000000        0.000000        34.00        0/1000    
300      0.000000        0.000000        66.00        0/1000    
301      0.000000        0.000000        56.00        0/1000    
302      0.000000        0.000000        93.00        0/1000    
303      0.000000        0.000000        84.00        0/1000    
304      0.000000        0.000000        67.00        0/1000    
305      0.000000        0.000000        74.00        0/1000    
306      0.000000        0.000000        73.00        0/1000    
307      0.000000        0.000000        31.00        0/1000    
308      0.000000        0.000000        42.00        0/1000    
309      0.000000        0.000000        45.00        0/1000    
310      0.000000        0.000000        31.00        0/1000    
311      0.000000        0.000000        66.00        0/1000    
312      0.000000        0.000000        49.00        0/1000    
