================================================================================
PPO_LSTM TRAINING RESULTS - 2000 EPOCHS
================================================================================
Generated: 2026-01-20 15:31:05
Model Type: ppo_lstm
Epochs: 2000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
--------------------------------------------------------------------------------
0        921.257462      161.00      
1        840.920700      169.00      
2        305.692932      98.00       
3        474.595085      100.00      
4        109.055880      74.00       
5        341.159889      107.00      
6        86.139854       62.00       
7        143.190914      57.00       
8        540.472122      133.00      
9        71.392235       48.00       
10       126.019878      80.00       
11       272.689880      95.00       
12       50.206167       52.00       
13       64.435108       67.00       
14       292.633789      125.00      
15       94.443226       23.00       
16       82.103434       69.00       
17       49.972811       50.00       
18       61.629125       38.00       
19       186.341183      89.00       
20       249.277088      114.00      
21       413.219070      147.00      
22       160.080498      81.00       
23       112.434345      27.00       
24       35.982061       43.00       
25       184.907021      63.00       
26       319.168938      126.00      
27       154.861946      62.00       
28       343.054092      136.00      
29       126.643513      52.00       
30       57.587249       58.00       
31       176.860931      89.00       
32       100.089949      55.00       
33       62.519127       42.00       
34       503.905472      135.00      
35       132.363884      78.00       
36       261.559174      101.00      
37       53.173090       6.00        
38       44.357211       53.00       
39       13.749593       53.00       
40       23.846679       37.00       
41       88.354736       32.00       
42       28.009691       20.00       
43       98.522612       13.00       
44       67.205891       9.00        
45       109.721542      -20.00      
46       110.970917      25.00       
47       32.677107       17.00       
48       80.111725       60.00       
49       20.257316       36.00       
50       56.241382       31.00       
51       76.397346       -2.00       
52       101.515919      64.00       
53       98.461533       51.00       
54       74.954952       0.00        
55       72.491573       53.00       
56       212.287704      92.00       
57       107.108885      48.00       
58       543.451324      156.00      
59       83.745289       82.00       
60       224.035927      102.00      
61       151.768860      92.00       
62       74.753452       87.00       
63       57.761561       69.00       
64       235.120350      104.00      
65       63.990596       67.00       
66       559.574387      167.00      
67       85.128244       80.00       
68       199.258015      84.00       
69       92.698393       20.00       
70       155.681740      90.00       
71       78.141066       47.00       
72       190.588272      100.00      
73       116.560707      70.00       
74       89.708996       46.00       
75       70.871006       76.00       
76       405.927528      128.00      
77       19.844539       51.00       
78       120.963665      35.00       
79       107.384693      20.00       
80       119.525810      1.00        
81       28.593434       26.00       
82       148.916725      68.00       
83       128.084179      -6.00       
84       110.467731      20.00       
85       96.892622       78.00       
86       44.921975       56.00       
87       42.588183       62.00       
88       105.458881      69.00       
89       94.795736       71.00       
90       30.552831       44.00       
91       122.830973      93.00       
92       57.735460       78.00       
93       87.895332       -7.00       
94       191.269188      71.00       
95       143.769447      11.00       
96       84.990334       13.00       
97       39.809407       41.00       
98       164.910423      -12.00      
99       164.365303      -25.00      
100      53.707259       6.00        
101      54.364423       33.00       
102      53.145662       15.00       
103      134.567104      36.00       
104      163.487682      51.00       
105      79.755926       53.00       
106      141.180889      -9.00       
107      88.055531       22.00       
108      117.896326      11.00       
109      183.395115      -20.00      
110      130.574150      -15.00      
111      114.124998      53.00       
112      138.008766      -9.00       
113      277.803574      92.00       
114      139.381710      -20.00      
115      120.932091      -17.00      
116      160.121418      -30.00      
117      166.404472      36.00       
118      67.307465       50.00       
119      182.559963      -21.00      
120      136.498016      -28.00      
121      58.481324       14.00       
122      129.711643      62.00       
123      121.668715      -2.00       
124      145.013012      -8.00       
125      67.288326       42.00       
